date,promotion,match_type,match_card,match_event
2009-01-25,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWE Heavyweight Title</a> No Disqualification: ","<a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> defeats <a href=""?id=2&amp;nr=891&amp;name=Jeff+Hardy"">Jeff Hardy</a> (c) (19:25) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=34649"">WWE Royal Rumble 2009</a> - Pay Per View @ Joe Louis Arena in Detroit, Michigan, USA"
2009-01-25,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=18"">WWE Women's Title</a>: ","<a href=""?id=2&amp;nr=1916&amp;name=Melina"">Melina</a> defeats <a href=""?id=2&amp;nr=1161&amp;name=Beth+Phoenix"">Beth Phoenix</a> (c) (5:58) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=34649"">WWE Royal Rumble 2009</a> - Pay Per View @ Joe Louis Arena in Detroit, Michigan, USA"
2009-01-25,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=17"">World Heavyweight Title</a>: ","<a href=""?id=2&amp;nr=691&amp;name=John+Cena"">John Cena</a> (c) defeats <a href=""?id=2&amp;nr=193&amp;name=John+Bradshaw+Layfield"">John Bradshaw Layfield</a> (15:30)","<a href=""?id=1&amp;nr=34649"">WWE Royal Rumble 2009</a> - Pay Per View @ Joe Louis Arena in Detroit, Michigan, USA"
2008-12-14,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=962&amp;name=Batista"">Batista</a> defeats <a href=""?id=2&amp;nr=998&amp;name=Randy+Orton"">Randy Orton</a> (16:45)","<a href=""?id=1&amp;nr=32524"">WWE Armageddon 2008</a> - Pay Per View @ HSBC Arena in Buffalo, New York, USA"
2008-12-14,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=3584&amp;name=Kelly+Kelly"">Kelly Kelly</a>, <a href=""?id=2&amp;nr=1848&amp;name=Maria"">Maria</a>, <a href=""?id=2&amp;nr=1836&amp;name=Michelle+McCool"">Michelle McCool</a> &amp; <a href=""?id=2&amp;nr=401&amp;name=Mickie+James"">Mickie James</a> defeat <a href=""?id=2&amp;nr=1189&amp;name=Jillian+Hall"">Jillian Hall</a>, <a href=""?id=2&amp;nr=2230&amp;name=Maryse"">Maryse</a>, <a href=""?id=2&amp;nr=2048&amp;name=Natalya"">Natalya</a> &amp; <a href=""?id=2&amp;nr=751&amp;name=Victoria"">Victoria</a> (4:30)","<a href=""?id=1&amp;nr=32524"">WWE Armageddon 2008</a> - Pay Per View @ HSBC Arena in Buffalo, New York, USA"
2008-12-14,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=2817&amp;name=Vladimir+Kozlov"">Vladimir Kozlov</a> defeats <a href=""?id=2&amp;nr=99&amp;name=Matt+Hardy"">Matt Hardy</a> (9:05)","<a href=""?id=1&amp;nr=32524"">WWE Armageddon 2008</a> - Pay Per View @ HSBC Arena in Buffalo, New York, USA"
2008-12-14,World Wrestling Entertainment,Belfast Brawl: ,"<a href=""?id=2&amp;nr=154&amp;name=Finlay"">Finlay</a> defeats <a href=""?id=2&amp;nr=437&amp;name=Mark+Henry"">Mark Henry</a> (9:40)","<a href=""?id=1&amp;nr=32524"">WWE Armageddon 2008</a> - Pay Per View @ HSBC Arena in Buffalo, New York, USA"
2008-12-14,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=16"">Intercontinental Title</a> #1 Contendership Tournament Final: ","<a href=""?id=2&amp;nr=80&amp;name=CM+Punk"">CM Punk</a> defeats <a href=""?id=2&amp;nr=604&amp;name=Rey+Mysterio"">Rey Mysterio</a> (13:45)","<a href=""?id=1&amp;nr=32524"">WWE Armageddon 2008</a> - Pay Per View @ HSBC Arena in Buffalo, New York, USA"
2008-12-14,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWE Heavyweight Title</a> Triple Threat: ","<a href=""?id=2&amp;nr=891&amp;name=Jeff+Hardy"">Jeff Hardy</a> defeats <a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> (c) and <a href=""?id=2&amp;nr=496&amp;name=Triple+H"">Triple H</a> (17:20) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=32524"">WWE Armageddon 2008</a> - Pay Per View @ HSBC Arena in Buffalo, New York, USA"
2008-12-14,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=17"">World Heavyweight Title</a>: ","<a href=""?id=2&amp;nr=691&amp;name=John+Cena"">John Cena</a> (c) defeats <a href=""?id=2&amp;nr=758&amp;name=Chris+Jericho"">Chris Jericho</a> (12:45)","<a href=""?id=1&amp;nr=32524"">WWE Armageddon 2008</a> - Pay Per View @ HSBC Arena in Buffalo, New York, USA"
2008-11-23,World Wrestling Entertainment,Casket: ,"<a href=""?id=2&amp;nr=761&amp;name=The+Undertaker"">The Undertaker</a> defeats <a href=""?id=2&amp;nr=712&amp;name=The+Big+Show"">The Big Show</a> (12:45)","<a href=""?id=1&amp;nr=31412"">WWE Survivor Series 2008</a> - Pay Per View @ TD Banknoth Garden in Boston, Massachusetts, USA"
2008-11-23,World Wrestling Entertainment,Survivor Series Elimination: ,"<a href=""?id=2&amp;nr=1161&amp;name=Beth+Phoenix"">Beth Phoenix</a>, <a href=""?id=2&amp;nr=1838&amp;name=Candice+Michelle"">Candice Michelle</a>, <a href=""?id=2&amp;nr=1189&amp;name=Jillian+Hall"">Jillian Hall</a>, <a href=""?id=2&amp;nr=3584&amp;name=Kelly+Kelly"">Kelly Kelly</a> &amp; <a href=""?id=2&amp;nr=401&amp;name=Mickie+James"">Mickie James</a> defeat <a href=""?id=2&amp;nr=1848&amp;name=Maria"">Maria</a>, <a href=""?id=2&amp;nr=2230&amp;name=Maryse"">Maryse</a>, <a href=""?id=2&amp;nr=1836&amp;name=Michelle+McCool"">Michelle McCool</a>, <a href=""?id=2&amp;nr=2048&amp;name=Natalya"">Natalya</a> &amp; <a href=""?id=2&amp;nr=751&amp;name=Victoria"">Victoria</a> (9:30)","<a href=""?id=1&amp;nr=31412"">WWE Survivor Series 2008</a> - Pay Per View @ TD Banknoth Garden in Boston, Massachusetts, USA"
2008-11-23,World Wrestling Entertainment,Survivor Series Elimination: ,"<a href=""?id=2&amp;nr=3686&amp;name=Cody+Rhodes"">Cody Rhodes</a>, <a href=""?id=2&amp;nr=437&amp;name=Mark+Henry"">Mark Henry</a>, <a href=""?id=2&amp;nr=998&amp;name=Randy+Orton"">Randy Orton</a>, <a href=""?id=2&amp;nr=823&amp;name=Shelton+Benjamin"">Shelton Benjamin</a> &amp; <a href=""?id=2&amp;nr=594&amp;name=William+Regal"">William Regal</a> defeat <a href=""?id=2&amp;nr=962&amp;name=Batista"">Batista</a>, <a href=""?id=2&amp;nr=80&amp;name=CM+Punk"">CM Punk</a>, <a href=""?id=2&amp;nr=3687&amp;name=Kofi+Kingston"">Kofi Kingston</a>, <a href=""?id=2&amp;nr=99&amp;name=Matt+Hardy"">Matt Hardy</a> &amp; <a href=""?id=2&amp;nr=200&amp;name=R-Truth"">R-Truth</a> (16:15)","<a href=""?id=1&amp;nr=31412"">WWE Survivor Series 2008</a> - Pay Per View @ TD Banknoth Garden in Boston, Massachusetts, USA"
2008-11-23,World Wrestling Entertainment,Survivor Series Elimination: ,"<a href=""?id=28&amp;nr=21&amp;name=Cryme+Tyme"">Cryme Tyme</a> (<a href=""?id=2&amp;nr=2717&amp;name=JTG"">JTG</a> &amp; <a href=""?id=2&amp;nr=1113&amp;name=Shad"">Shad</a>), <a href=""?id=2&amp;nr=604&amp;name=Rey+Mysterio"">Rey Mysterio</a>, <a href=""?id=2&amp;nr=796&amp;name=Shawn+Michaels"">Shawn Michaels</a> &amp; <a href=""?id=2&amp;nr=2011&amp;name=The+Great+Khali"">The Great Khali</a> defeat <a href=""?id=2&amp;nr=193&amp;name=John+Bradshaw+Layfield"">John Bradshaw Layfield</a>, <a href=""?id=2&amp;nr=1099&amp;name=John+Morrison"">John Morrison</a>, <a href=""?id=2&amp;nr=379&amp;name=Kane"">Kane</a>, <a href=""?id=2&amp;nr=561&amp;name=Montel+Vontavious+Porter"">Montel Vontavious Porter</a> &amp; <a href=""?id=2&amp;nr=1590&amp;name=The+Miz"">The Miz</a> (18:05)","<a href=""?id=1&amp;nr=31412"">WWE Survivor Series 2008</a> - Pay Per View @ TD Banknoth Garden in Boston, Massachusetts, USA"
2008-11-23,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWE Heavyweight Title</a> Triple Threat: ","<a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> defeats <a href=""?id=2&amp;nr=496&amp;name=Triple+H"">Triple H</a> (c) and <a href=""?id=2&amp;nr=2817&amp;name=Vladimir+Kozlov"">Vladimir Kozlov</a> (14:20) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=31412"">WWE Survivor Series 2008</a> - Pay Per View @ TD Banknoth Garden in Boston, Massachusetts, USA"
2008-11-23,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=17"">World Heavyweight Title</a>: ","<a href=""?id=2&amp;nr=691&amp;name=John+Cena"">John Cena</a> defeats <a href=""?id=2&amp;nr=758&amp;name=Chris+Jericho"">Chris Jericho</a> (c) (21:15) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=31412"">WWE Survivor Series 2008</a> - Pay Per View @ TD Banknoth Garden in Boston, Massachusetts, USA"
2008-10-26,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=1099&amp;name=John+Morrison"">John Morrison</a> &amp; <a href=""?id=2&amp;nr=1590&amp;name=The+Miz"">The Miz</a> defeat <a href=""?id=28&amp;nr=21&amp;name=Cryme+Tyme"">Cryme Tyme</a> (<a href=""?id=2&amp;nr=2717&amp;name=JTG"">JTG</a> &amp; <a href=""?id=2&amp;nr=1113&amp;name=Shad"">Shad</a>) (10:20)","<a href=""?id=1&amp;nr=29983"">WWE Cyber Sunday 2008</a> - Pay Per View @ US Airways Center in Phoenix, Arizona, USA"
2008-10-26,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=1"">ECW Heavyweight   Title</a>: ","<a href=""?id=2&amp;nr=99&amp;name=Matt+Hardy"">Matt Hardy</a> (c) defeats <a href=""?id=2&amp;nr=1065&amp;name=Evan+Bourne"">Evan Bourne</a> (11:05)","<a href=""?id=1&amp;nr=29983"">WWE Cyber Sunday 2008</a> - Pay Per View @ US Airways Center in Phoenix, Arizona, USA"
2008-10-26,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=16"">Intercontinental Title</a>: ","<a href=""?id=2&amp;nr=156&amp;name=The+Honky+Tonk+Man"">The Honky Tonk Man</a> defeats <a href=""?id=2&amp;nr=3689&amp;name=Santino+Marella"">Santino Marella</a> (c) by DQ (1:07)","<a href=""?id=1&amp;nr=29983"">WWE Cyber Sunday 2008</a> - Pay Per View @ US Airways Center in Phoenix, Arizona, USA"
2008-10-26,World Wrestling Entertainment,Last Man Standing: ,"<a href=""?id=2&amp;nr=761&amp;name=The+Undertaker"">The Undertaker</a> defeats <a href=""?id=2&amp;nr=712&amp;name=The+Big+Show"">The Big Show</a> (19:25)","<a href=""?id=1&amp;nr=29983"">WWE Cyber Sunday 2008</a> - Pay Per View @ US Airways Center in Phoenix, Arizona, USA"
2008-10-26,World Wrestling Entertainment,No Holds Barred: ,"<a href=""?id=2&amp;nr=604&amp;name=Rey+Mysterio"">Rey Mysterio</a> defeats <a href=""?id=2&amp;nr=379&amp;name=Kane"">Kane</a> (10:15)","<a href=""?id=1&amp;nr=29983"">WWE Cyber Sunday 2008</a> - Pay Per View @ US Airways Center in Phoenix, Arizona, USA"
2008-10-26,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWE Heavyweight Title</a>: ","<a href=""?id=2&amp;nr=496&amp;name=Triple+H"">Triple H</a> (c) defeats <a href=""?id=2&amp;nr=891&amp;name=Jeff+Hardy"">Jeff Hardy</a> (15:35)","<a href=""?id=1&amp;nr=29983"">WWE Cyber Sunday 2008</a> - Pay Per View @ US Airways Center in Phoenix, Arizona, USA"
2008-10-26,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=17"">World Heavyweight Title</a> Match (Special Referee: Steve Austin): ","<a href=""?id=2&amp;nr=962&amp;name=Batista"">Batista</a> defeats <a href=""?id=2&amp;nr=758&amp;name=Chris+Jericho"">Chris Jericho</a> (c) (17:05) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=29983"">WWE Cyber Sunday 2008</a> - Pay Per View @ US Airways Center in Phoenix, Arizona, USA"
2008-10-05,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=604&amp;name=Rey+Mysterio"">Rey Mysterio</a> defeats <a href=""?id=2&amp;nr=379&amp;name=Kane"">Kane</a> by DQ (10:15)","<a href=""?id=1&amp;nr=28973"">WWE No Mercy 2008</a> - Pay Per View @ Rose Garden in Portland, Oregon, USA"
2008-10-05,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=712&amp;name=The+Big+Show"">The Big Show</a> defeats <a href=""?id=2&amp;nr=761&amp;name=The+Undertaker"">The Undertaker</a> by referee's decision (10:00)","<a href=""?id=1&amp;nr=28973"">WWE No Mercy 2008</a> - Pay Per View @ Rose Garden in Portland, Oregon, USA"
2008-10-05,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=1"">ECW Heavyweight   Title</a>: ","<a href=""?id=2&amp;nr=99&amp;name=Matt+Hardy"">Matt Hardy</a> (c) defeats <a href=""?id=2&amp;nr=437&amp;name=Mark+Henry"">Mark Henry</a> (8:10)","<a href=""?id=1&amp;nr=28973"">WWE No Mercy 2008</a> - Pay Per View @ Rose Garden in Portland, Oregon, USA"
2008-10-05,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWE Heavyweight Title</a>: ","<a href=""?id=2&amp;nr=496&amp;name=Triple+H"">Triple H</a> (c) defeats <a href=""?id=2&amp;nr=891&amp;name=Jeff+Hardy"">Jeff Hardy</a> (18:00)","<a href=""?id=1&amp;nr=28973"">WWE No Mercy 2008</a> - Pay Per View @ Rose Garden in Portland, Oregon, USA"
2008-10-05,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=18"">WWE Women's Title</a>: ","<a href=""?id=2&amp;nr=1161&amp;name=Beth+Phoenix"">Beth Phoenix</a> (c) defeats <a href=""?id=2&amp;nr=1838&amp;name=Candice+Michelle"">Candice Michelle</a> (4:50)","<a href=""?id=1&amp;nr=28973"">WWE No Mercy 2008</a> - Pay Per View @ Rose Garden in Portland, Oregon, USA"
2008-10-05,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=17"">World Heavyweight Title</a> #1 Contendership: ","<a href=""?id=2&amp;nr=962&amp;name=Batista"">Batista</a> defeats <a href=""?id=2&amp;nr=193&amp;name=John+Bradshaw+Layfield"">John Bradshaw Layfield</a> (5:20)","<a href=""?id=1&amp;nr=28973"">WWE No Mercy 2008</a> - Pay Per View @ Rose Garden in Portland, Oregon, USA"
2008-10-05,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=17"">World Heavyweight Title</a> Ladder: ","<a href=""?id=2&amp;nr=758&amp;name=Chris+Jericho"">Chris Jericho</a> (c) defeats <a href=""?id=2&amp;nr=796&amp;name=Shawn+Michaels"">Shawn Michaels</a> (22:20)","<a href=""?id=1&amp;nr=28973"">WWE No Mercy 2008</a> - Pay Per View @ Rose Garden in Portland, Oregon, USA"
2008-09-07,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=1"">ECW Heavyweight   Title</a> Championship Scramble: ","<a href=""?id=2&amp;nr=99&amp;name=Matt+Hardy"">Matt Hardy</a> defeats <a href=""?id=2&amp;nr=437&amp;name=Mark+Henry"">Mark Henry</a> (c) and <a href=""?id=2&amp;nr=895&amp;name=Chavo+Guerrero"">Chavo Guerrero</a> and <a href=""?id=2&amp;nr=154&amp;name=Finlay"">Finlay</a> and <a href=""?id=2&amp;nr=1590&amp;name=The+Miz"">The Miz</a> (20:00) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=27588"">WWE Unforgiven 2008</a> - Pay Per View @ Quicken Loans Arena in Cleveland, Ohio, USA"
2008-09-07,World Wrestling Entertainment,Unsanctioned: ,"<a href=""?id=2&amp;nr=796&amp;name=Shawn+Michaels"">Shawn Michaels</a> defeats <a href=""?id=2&amp;nr=758&amp;name=Chris+Jericho"">Chris Jericho</a> by referee's decision (26:54)","<a href=""?id=1&amp;nr=27588"">WWE Unforgiven 2008</a> - Pay Per View @ Quicken Loans Arena in Cleveland, Ohio, USA"
2008-09-07,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=904"">WWE Divas Title</a>: ","<a href=""?id=2&amp;nr=1836&amp;name=Michelle+McCool"">Michelle McCool</a> (c) defeats <a href=""?id=2&amp;nr=2230&amp;name=Maryse"">Maryse</a> (5:42)","<a href=""?id=1&amp;nr=27588"">WWE Unforgiven 2008</a> - Pay Per View @ Quicken Loans Arena in Cleveland, Ohio, USA"
2008-09-07,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWE Heavyweight Title</a> Championship Scramble: ","<a href=""?id=2&amp;nr=496&amp;name=Triple+H"">Triple H</a> (c) defeats <a href=""?id=2&amp;nr=891&amp;name=Jeff+Hardy"">Jeff Hardy</a> and <a href=""?id=2&amp;nr=561&amp;name=Montel+Vontavious+Porter"">Montel Vontavious Porter</a> and <a href=""?id=2&amp;nr=823&amp;name=Shelton+Benjamin"">Shelton Benjamin</a> and <a href=""?id=2&amp;nr=106&amp;name=The+Brian+Kendrick"">The Brian Kendrick</a> (20:00)","<a href=""?id=1&amp;nr=27588"">WWE Unforgiven 2008</a> - Pay Per View @ Quicken Loans Arena in Cleveland, Ohio, USA"
2008-09-07,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=17"">World Heavyweight Title</a> Championship Scramble Match (vakant): ","<a href=""?id=2&amp;nr=758&amp;name=Chris+Jericho"">Chris Jericho</a> defeats <a href=""?id=2&amp;nr=962&amp;name=Batista"">Batista</a> and <a href=""?id=2&amp;nr=193&amp;name=John+Bradshaw+Layfield"">John Bradshaw Layfield</a> and <a href=""?id=2&amp;nr=379&amp;name=Kane"">Kane</a> and <a href=""?id=2&amp;nr=604&amp;name=Rey+Mysterio"">Rey Mysterio</a> (20:00) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=27588"">WWE Unforgiven 2008</a> - Pay Per View @ Quicken Loans Arena in Cleveland, Ohio, USA"
2008-09-07,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=60"">World Tag Team Title</a>: ","<a href=""?id=2&amp;nr=3686&amp;name=Cody+Rhodes"">Cody Rhodes</a> &amp; <a href=""?id=2&amp;nr=4247&amp;name=Ted+DiBiase+"">Ted DiBiase</a> (c) defeat <a href=""?id=28&amp;nr=21&amp;name=Cryme+Tyme"">Cryme Tyme</a> (<a href=""?id=2&amp;nr=2717&amp;name=JTG"">JTG</a> &amp; <a href=""?id=2&amp;nr=1113&amp;name=Shad"">Shad</a>) (11:35)","<a href=""?id=1&amp;nr=27588"">WWE Unforgiven 2008</a> - Pay Per View @ Quicken Loans Arena in Cleveland, Ohio, USA"
2008-08-17,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=962&amp;name=Batista"">Batista</a> defeats <a href=""?id=2&amp;nr=691&amp;name=John+Cena"">John Cena</a> (14:10)","<a href=""?id=1&amp;nr=26114"">WWE SummerSlam 2008</a> - Pay Per View @ Conseco Fieldhouse in Indianapolis, Indiana, USA"
2008-08-17,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=561&amp;name=Montel+Vontavious+Porter"">Montel Vontavious Porter</a> defeats <a href=""?id=2&amp;nr=891&amp;name=Jeff+Hardy"">Jeff Hardy</a> (10:10)","<a href=""?id=1&amp;nr=26114"">WWE SummerSlam 2008</a> - Pay Per View @ Conseco Fieldhouse in Indianapolis, Indiana, USA"
2008-08-17,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=1"">ECW Heavyweight   Title</a>: ","<a href=""?id=2&amp;nr=99&amp;name=Matt+Hardy"">Matt Hardy</a> defeats <a href=""?id=2&amp;nr=437&amp;name=Mark+Henry"">Mark Henry</a> (c) by DQ (0:33)","<a href=""?id=1&amp;nr=26114"">WWE SummerSlam 2008</a> - Pay Per View @ Conseco Fieldhouse in Indianapolis, Indiana, USA"
2008-08-17,World Wrestling Entertainment,Hell In A Cell: ,"<a href=""?id=2&amp;nr=761&amp;name=The+Undertaker"">The Undertaker</a> defeats <a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> (26:43)","<a href=""?id=1&amp;nr=26114"">WWE SummerSlam 2008</a> - Pay Per View @ Conseco Fieldhouse in Indianapolis, Indiana, USA"
2008-08-17,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=16"">Intercontinental Title</a>  / <a href=""?id=5&amp;nr=18"">WWE Women's Title</a> Winners Take All Intergender: ","<a href=""?id=2&amp;nr=1161&amp;name=Beth+Phoenix"">Beth Phoenix</a> &amp; <a href=""?id=2&amp;nr=3689&amp;name=Santino+Marella"">Santino Marella</a> defeat <a href=""?id=2&amp;nr=3687&amp;name=Kofi+Kingston"">Kofi Kingston</a> (c) &amp; <a href=""?id=2&amp;nr=401&amp;name=Mickie+James"">Mickie James</a> (c) (5:25) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=26114"">WWE SummerSlam 2008</a> - Pay Per View @ Conseco Fieldhouse in Indianapolis, Indiana, USA"
2008-08-17,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWE Heavyweight Title</a>: ","<a href=""?id=2&amp;nr=496&amp;name=Triple+H"">Triple H</a> (c) defeats <a href=""?id=2&amp;nr=2011&amp;name=The+Great+Khali"">The Great Khali</a> (10:00)","<a href=""?id=1&amp;nr=26114"">WWE SummerSlam 2008</a> - Pay Per View @ Conseco Fieldhouse in Indianapolis, Indiana, USA"
2008-08-17,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=17"">World Heavyweight Title</a>: ","<a href=""?id=2&amp;nr=80&amp;name=CM+Punk"">CM Punk</a> (c) defeats <a href=""?id=2&amp;nr=193&amp;name=John+Bradshaw+Layfield"">John Bradshaw Layfield</a> (10:29)","<a href=""?id=1&amp;nr=26114"">WWE SummerSlam 2008</a> - Pay Per View @ Conseco Fieldhouse in Indianapolis, Indiana, USA"
2008-07-20,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=758&amp;name=Chris+Jericho"">Chris Jericho</a> defeats <a href=""?id=2&amp;nr=796&amp;name=Shawn+Michaels"">Shawn Michaels</a> by referee's decision (18:20)","<a href=""?id=1&amp;nr=23965"">WWE The Great American Bash 2008</a> - Pay Per View @ Nassau Coliseum in Uniondale, New York, USA"
2008-07-20,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=1"">ECW Heavyweight   Title</a>: ","<a href=""?id=2&amp;nr=437&amp;name=Mark+Henry"">Mark Henry</a> (c) defeats <a href=""?id=2&amp;nr=487&amp;name=Tommy+Dreamer"">Tommy Dreamer</a> (5:30)","<a href=""?id=1&amp;nr=23965"">WWE The Great American Bash 2008</a> - Pay Per View @ Nassau Coliseum in Uniondale, New York, USA"
2008-07-20,World Wrestling Entertainment,New York City Parking Lot Brawl: ,"<a href=""?id=2&amp;nr=193&amp;name=John+Bradshaw+Layfield"">John Bradshaw Layfield</a> defeats <a href=""?id=2&amp;nr=691&amp;name=John+Cena"">John Cena</a> (17:00)","<a href=""?id=1&amp;nr=23965"">WWE The Great American Bash 2008</a> - Pay Per View @ Nassau Coliseum in Uniondale, New York, USA"
2008-07-20,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=904"">WWE Divas Title</a> Match (vakant): ","<a href=""?id=2&amp;nr=1836&amp;name=Michelle+McCool"">Michelle McCool</a> defeats <a href=""?id=2&amp;nr=2048&amp;name=Natalya"">Natalya</a> (4:45) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=23965"">WWE The Great American Bash 2008</a> - Pay Per View @ Nassau Coliseum in Uniondale, New York, USA"
2008-07-20,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWE Heavyweight Title</a>: ","<a href=""?id=2&amp;nr=496&amp;name=Triple+H"">Triple H</a> (c) defeats <a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> (16:45)","<a href=""?id=1&amp;nr=23965"">WWE The Great American Bash 2008</a> - Pay Per View @ Nassau Coliseum in Uniondale, New York, USA"
2008-07-20,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=61"">WWE Tag Team Title</a> Fatal Four Way: ","<a href=""?id=2&amp;nr=2749&amp;name=Curt+Hawkins"">Curt Hawkins</a> &amp; <a href=""?id=2&amp;nr=2750&amp;name=Zack+Ryder"">Zack Ryder</a> defeat <a href=""?id=2&amp;nr=154&amp;name=Finlay"">Finlay</a> &amp; <a href=""?id=2&amp;nr=3586&amp;name=Hornswoggle"">Hornswoggle</a> and <a href=""?id=2&amp;nr=2049&amp;name=Festus"">Festus</a> &amp; <a href=""?id=2&amp;nr=1171&amp;name=Jesse"">Jesse</a> and <a href=""?id=2&amp;nr=1099&amp;name=John+Morrison"">John Morrison</a> &amp; <a href=""?id=2&amp;nr=1590&amp;name=The+Miz"">The Miz</a> (c) (9:06) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=23965"">WWE The Great American Bash 2008</a> - Pay Per View @ Nassau Coliseum in Uniondale, New York, USA"
2008-07-20,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=62"">WWE United States Title</a>: ","<a href=""?id=2&amp;nr=823&amp;name=Shelton+Benjamin"">Shelton Benjamin</a> defeats <a href=""?id=2&amp;nr=99&amp;name=Matt+Hardy"">Matt Hardy</a> (c) (9:40) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=23965"">WWE The Great American Bash 2008</a> - Pay Per View @ Nassau Coliseum in Uniondale, New York, USA"
2008-07-20,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=17"">World Heavyweight Title</a>: ","<a href=""?id=2&amp;nr=80&amp;name=CM+Punk"">CM Punk</a> (c) vs. <a href=""?id=2&amp;nr=962&amp;name=Batista"">Batista</a> - Double DQ (11:10)","<a href=""?id=1&amp;nr=23965"">WWE The Great American Bash 2008</a> - Pay Per View @ Nassau Coliseum in Uniondale, New York, USA"
2008-06-29,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=1"">ECW Heavyweight   Title</a> Triple Threat: ","<a href=""?id=2&amp;nr=437&amp;name=Mark+Henry"">Mark Henry</a> defeats <a href=""?id=2&amp;nr=379&amp;name=Kane"">Kane</a> (c) and <a href=""?id=2&amp;nr=712&amp;name=The+Big+Show"">The Big Show</a> (8:19) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=23016"">WWE Night Of Champions 2008</a> - Pay Per View @ American Airlines Center in Dallas, Texas, USA"
